sent_index,word_index,word,region,condition,surprisal,dependency,language
0,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
0,1,Hun,prefix,that_no-gap_1,4.173917770385742,RC,Norwegian
0,2,hørte,prefix,that_no-gap_1,9.600001335144043,RC,Norwegian
0,3,fra,pp-add,that_no-gap_1,4.534323692321777,RC,Norwegian
0,4,noen,pp-add,that_no-gap_1,6.539425373077393,RC,Norwegian
0,5,at,that,that_no-gap_1,7.712738037109375,RC,Norwegian
0,6,presten,subj,that_no-gap_1,8.01496696472168,RC,Norwegian
0,7,avslørte,verb,that_no-gap_1,9.763344764709473,RC,Norwegian
0,8,hemmeligheten,obj,that_no-gap_1,6.051335334777832,RC,Norwegian
0,9,på,end,that_no-gap_1,3.6331849098205566,RC,Norwegian
0,10,festen,end,that_no-gap_1,7.776599407196045,RC,Norwegian
0,12,.,end,that_no-gap_1,1.5949695110321045,RC,Norwegian
0,13,<eos>,end,that_no-gap_1,0.0,RC,Norwegian
1,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
1,1,Hun,prefix,that_no-gap_1,4.173917770385742,RC,Norwegian
1,2,fortalte,prefix,that_no-gap_1,7.116498947143555,RC,Norwegian
1,3,til,pp-add,that_no-gap_1,4.4539594650268555,RC,Norwegian
1,4,noen,pp-add,that_no-gap_1,6.276374816894531,RC,Norwegian
1,5,at,that,that_no-gap_1,4.299306869506836,RC,Norwegian
1,6,hunden,subj,that_no-gap_1,8.909215927124023,RC,Norwegian
1,7,fanget,verb,that_no-gap_1,10.380621910095215,RC,Norwegian
1,8,katten,obj,that_no-gap_1,6.197666168212891,RC,Norwegian
1,9,i,end,that_no-gap_1,2.44582462310791,RC,Norwegian
1,10,går,end,that_no-gap_1,11.491841316223145,RC,Norwegian
1,12,.,end,that_no-gap_1,3.1645963191986084,RC,Norwegian
1,13,<eos>,end,that_no-gap_1,0.0,RC,Norwegian
2,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
2,1,Det,prefix,that_no-gap_1,3.1933467388153076,RC,Norwegian
2,2,er,prefix,that_no-gap_1,1.5329934358596802,RC,Norwegian
2,3,kjent,prefix,that_no-gap_1,3.92958664894104,RC,Norwegian
2,4,fra,pp-add,that_no-gap_1,4.137527942657471,RC,Norwegian
2,5,noen,pp-add,that_no-gap_1,5.738614082336426,RC,Norwegian
2,6,at,that,that_no-gap_1,7.283369064331055,RC,Norwegian
2,7,komitéen,subj,that_no-gap_1,14.175427436828613,RC,Norwegian
2,8,leverte,verb,that_no-gap_1,5.909382343292236,RC,Norwegian
2,9,rapporten,obj,that_no-gap_1,7.770361423492432,RC,Norwegian
2,10,innen,end,that_no-gap_1,8.475641250610352,RC,Norwegian
2,11,fristen,end,that_no-gap_1,5.301980018615723,RC,Norwegian
2,13,.,end,that_no-gap_1,1.7900303602218628,RC,Norwegian
2,14,<eos>,end,that_no-gap_1,0.0,RC,Norwegian
3,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
3,1,De,prefix,that_no-gap_1,3.777886152267456,RC,Norwegian
3,2,hørte,prefix,that_no-gap_1,9.011907577514648,RC,Norwegian
3,3,fra,pp-add,that_no-gap_1,4.55635404586792,RC,Norwegian
3,4,noen,pp-add,that_no-gap_1,6.278772830963135,RC,Norwegian
3,5,at,that,that_no-gap_1,7.897283554077148,RC,Norwegian
3,6,forretningsmannen,subj,that_no-gap_1,14.9044189453125,RC,Norwegian
3,7,presenterte,verb,that_no-gap_1,10.348616600036621,RC,Norwegian
3,8,foredraget,obj,that_no-gap_1,10.738755226135254,RC,Norwegian
3,9,etter,end,that_no-gap_1,4.972221374511719,RC,Norwegian
3,10,lunsj,end,that_no-gap_1,10.656105995178223,RC,Norwegian
3,12,.,end,that_no-gap_1,1.5167826414108276,RC,Norwegian
3,13,<eos>,end,that_no-gap_1,0.0,RC,Norwegian
4,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
4,1,Han,prefix,that_no-gap_1,2.9629580974578857,RC,Norwegian
4,2,fortalte,prefix,that_no-gap_1,7.259952068328857,RC,Norwegian
4,3,til,pp-add,that_no-gap_1,4.4100799560546875,RC,Norwegian
4,4,noen,pp-add,that_no-gap_1,6.257743835449219,RC,Norwegian
4,5,at,that,that_no-gap_1,4.143660545349121,RC,Norwegian
4,6,studenten,subj,that_no-gap_1,11.4851713180542,RC,Norwegian
4,7,forfalsket,verb,that_no-gap_1,9.550010681152344,RC,Norwegian
4,8,svarene,obj,that_no-gap_1,9.210723876953125,RC,Norwegian
4,9,forrige,end,that_no-gap_1,11.824454307556152,RC,Norwegian
4,10,semester,end,that_no-gap_1,5.626600742340088,RC,Norwegian
4,12,.,end,that_no-gap_1,1.0137401819229126,RC,Norwegian
4,13,<eos>,end,that_no-gap_1,0.0,RC,Norwegian
5,0,<eos>,prefix,that_no-gap_1,0.0,RC,Norwegian
