sent_index,word_index,word,region,condition,surprisal,dependency,language
0,0,<eos>,prefix,that_no-gap_that-comp,0.0,Wh,English
0,1,She,prefix,that_no-gap_that-comp,9.538934707641602,Wh,English
0,2,mentioned,prefix,that_no-gap_that-comp,8.543179512023926,Wh,English
0,3,that,that1,that_no-gap_that-comp,1.6223061084747314,Wh,English
0,4,the,embed,that_no-gap_that-comp,1.9258934259414673,Wh,English
0,5,designer,embed,that_no-gap_that-comp,9.437299728393555,Wh,English
0,6,specified,embed,that_no-gap_that-comp,10.35067367553711,Wh,English
0,7,that,that2,that_no-gap_that-comp,0.8758277297019958,Wh,English
0,8,the,subj,that_no-gap_that-comp,1.2161880731582642,Wh,English
0,9,shelf,subj,that_no-gap_that-comp,9.626911163330078,Wh,English
0,10,should,verb,that_no-gap_that-comp,4.167660713195801,Wh,English
0,11,be,verb,that_no-gap_that-comp,0.3581053912639618,Wh,English
0,12,mounted,verb,that_no-gap_that-comp,7.003054141998291,Wh,English
0,13,in,adjunct,that_no-gap_that-comp,2.1659932136535645,Wh,English
0,14,the,adjunct,that_no-gap_that-comp,1.5205104351043701,Wh,English
0,15,hallway,adjunct,that_no-gap_that-comp,7.950827598571777,Wh,English
0,16,as,end,that_no-gap_that-comp,4.330092430114746,Wh,English
0,17,soon,end,that_no-gap_that-comp,5.2108378410339355,Wh,English
0,18,as,end,that_no-gap_that-comp,0.004026639740914106,Wh,English
0,19,possible,end,that_no-gap_that-comp,0.9928185939788818,Wh,English
0,21,.,end,that_no-gap_that-comp,0.4671887457370758,Wh,English
0,22,<eos>,end,that_no-gap_that-comp,0.0,Wh,English
1,0,<eos>,prefix,that_no-gap_that-comp,0.0,Wh,English
1,1,He,prefix,that_no-gap_that-comp,8.015532493591309,Wh,English
1,2,mentioned,prefix,that_no-gap_that-comp,7.896718978881836,Wh,English
1,3,that,that1,that_no-gap_that-comp,1.5191841125488281,Wh,English
1,4,the,embed,that_no-gap_that-comp,1.6738293170928955,Wh,English
1,5,teacher,embed,that_no-gap_that-comp,8.924789428710938,Wh,English
1,6,knew,embed,that_no-gap_that-comp,5.686272144317627,Wh,English
1,7,that,that2,that_no-gap_that-comp,1.645293951034546,Wh,English
1,8,the,subj,that_no-gap_that-comp,1.3375582695007324,Wh,English
1,9,food,subj,that_no-gap_that-comp,8.711821556091309,Wh,English
1,10,was,verb,that_no-gap_that-comp,0.9820254445075989,Wh,English
1,11,purchased,verb,that_no-gap_that-comp,9.24009895324707,Wh,English
1,12,before,adjunct,that_no-gap_that-comp,5.490154266357422,Wh,English
1,13,the,adjunct,that_no-gap_that-comp,1.0971626043319702,Wh,English
1,14,meeting,adjunct,that_no-gap_that-comp,6.076822757720947,Wh,English
1,15,in,end,that_no-gap_that-comp,4.5741472244262695,Wh,English
1,16,fall,end,that_no-gap_that-comp,8.765886306762695,Wh,English
1,18,.,end,that_no-gap_that-comp,2.1849684715270996,Wh,English
1,19,<eos>,end,that_no-gap_that-comp,0.0,Wh,English
2,0,<eos>,prefix,that_no-gap_that-comp,0.0,Wh,English
2,1,I,prefix,that_no-gap_that-comp,7.37011194229126,Wh,English
2,2,hear,prefix,that_no-gap_that-comp,7.026680946350098,Wh,English
2,3,that,that1,that_no-gap_that-comp,2.1785166263580322,Wh,English
2,4,they,embed,that_no-gap_that-comp,3.916139602661133,Wh,English
2,5,had,embed,that_no-gap_that-comp,3.764477252960205,Wh,English
2,6,to,embed,that_no-gap_that-comp,3.041243553161621,Wh,English
2,7,explain,embed,that_no-gap_that-comp,7.16664981842041,Wh,English
2,8,that,that2,that_no-gap_that-comp,3.145742416381836,Wh,English
2,9,the,subj,that_no-gap_that-comp,1.8510775566101074,Wh,English
2,10,machine,subj,that_no-gap_that-comp,8.122445106506348,Wh,English
